calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 0.415000 607.325954 1649.351333 1.558753 0.355267 0.000944 -0.001656 0.029182 -0.000004 0.000009 5.253441 -0.000000 0.000000 0.000000 
1 0.420000 607.389221 1654.604393 1.558753 0.372921 0.000861 -0.001704 0.029413 -0.000004 0.000009 5.253441 0.000000 0.000000 0.000000 
1 0.425000 607.457008 1660.232672 1.552052 0.392398 0.000701 -0.001756 0.029643 -0.000003 0.000009 5.628687 -0.006701 0.000000 0.000000 
1 0.430000 607.555473 1665.485190 1.552052 0.411105 0.000542 -0.001805 0.029874 -0.000002 0.000009 5.253441 0.000000 0.000000 0.000000 
1 0.435000 607.653938 1670.737708 1.552052 0.430327 0.000373 -0.001854 0.030105 -0.000001 0.000009 5.253441 0.000000 0.000000 0.000000 
1 0.440000 607.766470 1676.740586 1.552052 0.452931 0.000168 -0.001911 0.030336 0.000000 0.000010 6.003933 0.000000 0.000000 0.000000 
1 0.445000 607.864935 1681.993104 1.552052 0.473270 -0.000022 -0.001961 0.030567 0.000001 0.000010 5.253441 0.000000 0.000000 0.000000 
1 0.450000 607.970434 1687.620803 1.545351 0.495643 -0.000311 -0.002015 0.030798 0.000003 0.000010 5.628687 -0.006701 0.000000 0.000000 
1 0.455000 608.123187 1693.622792 1.545351 0.520180 -0.000637 -0.002073 0.031030 0.000004 0.000010 6.003933 0.000000 0.000000 0.000000 
1 0.460000 608.266393 1699.249656 1.552052 0.543822 -0.000880 -0.002128 0.031262 0.000005 0.000010 5.628687 0.006701 0.000000 0.000000 
1 0.465000 608.371891 1704.877355 1.545351 0.568080 -0.001215 -0.002183 0.031495 0.000006 0.000010 5.628687 -0.006701 0.000000 0.000000 
1 0.470000 608.524644 1710.879344 1.545351 0.594643 -0.001590 -0.002242 0.031728 0.000008 0.000010 6.003933 -0.000000 0.000000 0.000000 
1 0.475000 608.677397 1716.881333 1.545351 0.621920 -0.001983 -0.002302 0.031962 0.000009 0.000010 6.003933 0.000000 0.000000 0.000000 
1 0.480000 608.820603 1722.508198 1.538651 0.648142 -0.002456 -0.002359 0.032196 0.000011 0.000010 5.628687 -0.006701 0.000000 0.000000 
1 0.485000 609.013571 1728.509028 1.538651 0.676815 -0.002983 -0.002419 0.032432 0.000013 0.000010 6.003933 -0.000000 0.000000 0.000000 
1 0.490000 609.206538 1734.509859 1.538651 0.706218 -0.003533 -0.002480 0.032668 0.000015 0.000010 6.003933 0.000000 0.000000 0.000000 
1 0.495000 609.399506 1740.510690 1.538651 0.736357 -0.004108 -0.002542 0.032906 0.000017 0.000010 6.003933 0.000000 0.000000 0.000000 
1 0.500000 609.592474 1746.511521 1.538651 0.767238 -0.004706 -0.002604 0.033143 0.000019 0.000010 6.003933 0.000000 0.000000 0.000000 
1 0.505000 609.809562 1753.262456 1.538651 0.802871 -0.005408 -0.002674 0.033383 0.000021 0.000010 6.754424 -0.000000 0.000000 0.000000 
1 0.510000 610.002530 1759.263286 1.538651 0.835344 -0.006057 -0.002737 0.033623 0.000023 0.000011 6.003933 0.000000 0.000000 0.000000 
1 0.515000 610.195497 1765.264117 1.538651 0.868574 -0.006731 -0.002800 0.033863 0.000025 0.000011 6.003933 0.000000 0.000000 0.000000 
1 0.520000 610.400525 1771.640000 1.531950 0.904708 -0.007595 -0.002868 0.034107 0.000028 0.000011 6.379178 -0.006701 0.000000 0.000000 
1 0.525000 610.648272 1778.014366 1.538651 0.941717 -0.008369 -0.002936 0.034350 0.000030 0.000011 6.379178 0.006701 0.000000 0.000000 
1 0.530000 610.853300 1784.390248 1.531950 0.979589 -0.009297 -0.003005 0.034596 0.000033 0.000011 6.379178 -0.006701 0.000000 0.000000 
1 0.535000 611.101047 1790.764614 1.538651 1.018350 -0.010130 -0.003074 0.034841 0.000035 0.000011 6.379178 0.006701 0.000000 0.000000 
1 0.540000 611.306075 1797.140497 1.531950 1.057985 -0.011124 -0.003144 0.035090 0.000038 0.000011 6.379178 -0.006701 0.000000 0.000000 
1 0.545000 611.568395 1803.889825 1.531950 1.100923 -0.012215 -0.003218 0.035342 0.000041 0.000011 6.754424 0.000000 0.000000 0.000000 
1 0.550000 611.816142 1810.264191 1.525249 1.142386 -0.013420 -0.003288 0.035597 0.000044 0.000011 6.379178 -0.006701 0.000000 0.000000 
1 0.555000 612.106596 1816.636754 1.531950 1.184763 -0.014524 -0.003359 0.035850 0.000047 0.000011 6.379178 0.006701 0.000000 0.000000 
1 0.560000 612.368916 1823.386082 1.531950 1.230623 -0.015731 -0.003435 0.036106 0.000050 0.000011 6.754424 0.000000 0.000000 0.000000 
1 0.565000 612.631237 1830.135411 1.531950 1.277508 -0.016979 -0.003511 0.036364 0.000053 0.000011 6.754424 -0.000000 0.000000 0.000000 
1 0.570000 612.878983 1836.509776 1.525249 1.322723 -0.018345 -0.003584 0.036626 0.000056 0.000011 6.379178 -0.006701 0.000000 0.000000 
1 0.575000 613.186523 1843.257195 1.525249 1.371606 -0.019838 -0.003661 0.036892 0.000059 0.000012 6.754424 0.000000 0.000000 0.000000 
1 0.580000 613.511149 1850.379471 1.518548 1.424321 -0.021643 -0.003743 0.037168 0.000064 0.000012 7.129670 -0.006701 0.000000 0.000000 
2 0.580000 613.511149 1850.379471 1.518548 1.424321 -0.021643 -0.003743 0.037168 0.000064 0.000012 0.000000 0.000000 0.000000 -50.000000 
1 0.585000 613.863895 1857.124678 1.518548 1.475342 -0.023409 -0.003821 0.037445 0.000068 0.000012 6.754424 0.000000 0.000000 0.000000 
1 0.590000 614.216640 1863.869885 1.518548 1.527420 -0.025230 -0.003900 0.037725 0.000072 0.000012 6.754424 -0.000000 0.000000 0.000000 
1 0.595000 614.588983 1870.989826 1.525249 1.583563 -0.027025 -0.003983 0.038004 0.000076 0.000012 7.129670 0.006701 0.000000 0.000000 
1 0.600000 614.913609 1878.112102 1.518548 1.640882 -0.029066 -0.004067 0.038292 0.000080 0.000012 7.129670 -0.006701 0.000000 0.000000 
